product_id,handle,title,vendor,status,tags,current_product_type,current_category,suggested_product_type,suggested_category_id,suggested_category_name,rule,confidence,needs_review,needs_human
9647458844993,coconut-oil-d3-k2-vitamina-d3-400-ui-k2,Aceite de Coco + Vitaminas D3 y K2 | B-Life | Apoyo Cardiovascular | 300 cápsulas,Blife,ACTIVE,+18 Años | Aceite de coco | Adultos | articulaciones y cartílago | B-Life | Cacao | descuento-15 | duracion 300 | Fortalecimiento de huesos | Indiferente | PRO | Sin azúcar | Sin gluten | Sin lactosa | Sistema cardiovascular | Sistema inmunitario | vitadeals | Vitamina D3 + K2 | vitamina-d-3-k-2 | Vitaminas,,,Multivitamínicos,gid://shopify/TaxonomyCategory/hb-1-9-6-7,Multivitamin Supplements,multi-vitamina-VIT_D+VIT_K,alta,no,
9604287627585,aceite-de-comino-negro-500mg-de-life-extension-apoyo-del-sistema-inmunitario-con-accion-antioxidante-60-capsulas-blandas,Aceite de Comino Negro 500mg de Life Extension | Apoyo del Sistema Inmunitario con acción antioxidante | 60 cápsulas blandas,OLSEGO GROUP,ACTIVE,+18 Años | aceite-de-comino-negro | Adultos | descuento-15 | duracion 60 | Indiferente | Life Extension | Salud digestiva | Sin azúcar | Sin gluten | Sin lactosa | Sistema inmunitario | Sistema respiratorio | Vegano | Vegetariano | Ácidos grasos y omegas,,,Hierbas y extractos botánicos,gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,"ai: Aceite de comino negro (Nigella sativa) en cápsulas, botánico",media,si,no
9726346723649,aceite-de-comino-negro-organico-600mg-de-mary-ruths-rico-en-antioxidantes-fortalece-el-sistema-inmune-y-promueve-el-bienestar-general-60ml,"Aceite de Comino Negro Orgánico 600mg de Mary Ruth's | Rico en antioxidantes, fortalece el sistema inmune y promueve el bienestar general | 60ml",OLSEGO GROUP,ACTIVE,+18 Años | descuento-10 | Indiferente | MaryRuth's | Salud digestiva | Sin azúcar | Sin gluten | Sin lactosa | Sistema cardiovascular | Sistema inmunitario | Suplementos herbales | Vegano,,,Hierbas y extractos botánicos,gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,"ai: Aceite de comino negro orgánico ingerible, extracto botánico",media,si,no
9625213075777,aceite-de-higado-de-bacalao-1-000-mg-de-now-foods-apoya-la-funcion-cardiovascular-90-capsulas-blandas,"Aceite de Hígado de Bacalao 1,000 mg de Now Foods | Apoya la función cardiovascular | 90 cápsulas blandas",OLSEGO GROUP,ACTIVE,+18 Años | aceite-de-higado-de-bacalao | Adultos | Combinados temas de salud | descuento-15 | duracion 90 | Indiferente | Keto | NOW Foods | Sin gluten | Sin lactosa | Sistema cardiovascular | Suplementos Combinados | vitadeals,,,Omega 3 y aceites de pescado,gid://shopify/TaxonomyCategory/hb-1-9-6-11,Omega Fatty Acids,aceite-acido-graso,alta,no,
9620777730369,aceite-de-higado-de-bacalao-para-ninos-de-child-life-favorece-el-desarrollo-cerebral-y-cognitivo-cardiovascular-liquido-de-273-ml,Aceite de hígado de bacalao para niños de Child Life | Favorece el desarrollo cerebral y cognitivo - Cardiovascular | Liquido de 273 ml,Vitaminate,ACTIVE,0 a 3 Años | Child Life | complejo-de-acidos-grasos-esenciales | duracion 24 | Indiferente | Niños | Salud infantil | Sin azúcar | Sin gluten | Sin lactosa | Ácidos grasos y omegas,,,Omega 3 y aceites de pescado,gid://shopify/TaxonomyCategory/hb-1-9-6-11,Omega Fatty Acids,aceite-acido-graso,alta,no,
9999955951937,aceite-de-jojoba-organico-4fl-oz-118ml,"Aceite de Jojoba Orgánico de Now | Hidratante piel y cabello, protege contra la pérdida de humedad |  118 ml",Vitaminate,ACTIVE,duracion 30,,,Cuidado de la piel y cosmética,gid://shopify/TaxonomyCategory/hb-3-2-9-3,Body Oil,topico-aceite-corporal,alta,no,
9603809050945,aceite-de-kril-neptune-500-mg-de-now-foods-apoyo-cardiovascular-60-capsulas-blandas,Aceite de Kril Neptune 500 mg de NOW Foods| Apoyo Cardiovascular | 60 Cápsulas Blandas,Vitaminate,ACTIVE,+18 Años | Adultos | Alivio del dolor crónico | Ansiedad y estrés | duracion 30 | Indiferente | Keto | NOW Foods | omega-3 | Potenciar la energía | Salud digestiva | Sin azúcar | Sin gluten | Sin lactosa | Sistema cardiovascular | Sistema inmunitario | Sueño y descanso | Ácidos grasos y omegas,,,Omega 3 y aceites de pescado,gid://shopify/TaxonomyCategory/hb-1-9-6-11,Omega Fatty Acids,"ai: Aceite de kril, fuente de ácidos grasos omega-3",alta,si,no
9975704813889,aceite-de-krill-con-epa-y-dha-de-natsa-funcion-cardiovascular-100-capsulas-blandas,Aceite de krill con EPA y DHA de NATSA | Función Cardiovascular | 100 cápsulas blandas,Natsa,ACTIVE,duracion 50,,,Omega 3 y aceites de pescado,gid://shopify/TaxonomyCategory/hb-1-9-6-11,Omega Fatty Acids,omega,alta,no,
10090135847233,aceite-de-krill-superlabs-500-mg-con-epa-dha-incluye-astaxantina-antioxidante-natural-100-capsulas,Aceite de krill Superlabs 500 mg con EPA DHA | Contribuye al equilibrio metabólico | 100 cápsulas,Superlabs,ACTIVE,,,,Omega 3 y aceites de pescado,gid://shopify/TaxonomyCategory/hb-1-9-6-11,Omega Fatty Acids,omega,alta,no,
9618747982145,aceite-de-mct-100-trigliceridos-de-cadena-media-15-ml-por-cucharada-termogenico-con-32-servicios-sin-sabor-473-ml-now-sport,"Aceite de MCT 100% triglicéridos de cadena media, 15 ml por cucharada | Termogénico con 32 servicios, sin sabor | 473 ml - NOW Sport",Vitaminate,ACTIVE,+18 Años | aceite-mtc | Adultos | Control del peso | descuento-15 | duracion 32 | Indiferente | Keto | NOW Sports | Potenciar la energía | Sin azúcar | Sin gluten | Sin lactosa | Vegano | Vegetariano | Ácidos grasos y omegas,,,Control de peso y metabolismo,gid://shopify/TaxonomyCategory/hb-1-9-7-1,Weight Loss Supplements,ai: Aceite MCT termogénico orientado a energía y control de peso,media,si,no
9999951757633,aceite-de-onagra-500-mg-100-softgels,"Aceite de Onagra 500 mg, Now| Contribuye al equilibrio hormonal femenino | 100 Cápsulas",Vitaminate,ACTIVE,vitadeals,,,Omega 3 y aceites de pescado,gid://shopify/TaxonomyCategory/hb-1-9-6-11,Omega Fatty Acids,aceite-acido-graso,alta,no,
9999955919169,aceite-de-onagra-4fl-oz-118ml,Aceite de Onagra de Now | Nutre y Protege la Piel |  118 ml,Vitaminate,ACTIVE,duracion 30,,,Omega 3 y aceites de pescado,gid://shopify/TaxonomyCategory/hb-1-9-6-11,Omega Fatty Acids,aceite-acido-graso,alta,no,
9800804892993,aceite-de-oregano-13mg-de-natures-answer-apoyo-para-el-bienestar-intestinal-e-inmunologico-del-organismo-gotero-de-30ml,Aceite de Orégano 13mg de Nature's Answer | Apoyo para el bienestar Intestinal e Inmunológico del Organismo | Gotero de 30ml,Vitaminate,ACTIVE,,,,"Ajo, orégano y antimicrobianos naturales",gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,"ai: Aceite de orégano ingerible en gotero, extracto herbal",alta,si,no
9800477376833,aceite-de-oregano-150mg-de-natures-answer-apoyo-al-bienestar-intestinal-e-inmunologico-90-capsulas-blandas,Aceite de Orégano 150mg de Nature's Answer | Apoyo al bienestar  Intestinal e Inmunológico | 90 cápsulas blandas,Vitaminate,ACTIVE,,,,"Ajo, orégano y antimicrobianos naturales",gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,"ai: Aceite de orégano en cápsulas blandas, suplemento herbal",alta,si,no
9624076190017,aceite-de-oregano-181-mg-de-now-foods-para-el-apoyo-intestinal-90-capsulas-blandas,Aceite de Orégano 181 mg de Now Foods| Contribuye al equilibrio de la flora intestinal | 90 cápsulas blandas,OLSEGO GROUP,ACTIVE,+18 Años | aceite-de-oregano | Adultos | Alivio del dolor crónico | descuento-20 | Hierbas | Indiferente | Jengibre | NOW Foods | Salud digestiva | Sin azúcar | Sin gluten | Sin lactosa | Sistema inmunitario | Sistema respiratorio | Suplementos herbales | Vegetariano,,,"Ajo, orégano y antimicrobianos naturales",gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,"ai: Aceite de orégano en cápsulas, extracto botánico",alta,si,no
9981921624385,aceite-de-oregano-200-mg-97-corvacol-soporte-del-sistema-inmunologico-60-capsulas,Aceite de Orégano 200 mg 97% Corvacol | Soporte del Sistema Inmunológico | 60 Cápsulas,OLSEGO GROUP,ACTIVE,duracion 30 | PRO | vitadeals,,,"Ajo, orégano y antimicrobianos naturales",gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,ai: Aceite de orégano con carvacrol en cápsulas,alta,si,no
9625154289985,aceite-de-oregano-30ml-100-puro-de-now-foods-essential-oils-aceite-esencial-para-revitalizar-cuerpo-y-mente,"Aceite de Orégano 30ml, 100% Puro de NOW Foods Essential Oils | Aceite Esencial para Revitalizar Cuerpo y Mente",Vitaminate,ACTIVE,+18 Años | aceite-de-oregano | Adultos | Alivio del dolor crónico | descuento-15 | Hierbas | Indiferente | NOW Foods | Salud digestiva | Sin azúcar | Sin gluten | Sin lactosa | Sistema inmunitario | Sistema respiratorio | Suplementos herbales | Vegano | Vegetariano,,,Aceites esenciales y aromaterapia,gid://shopify/TaxonomyCategory/hb-3-21-1,Essential Oil Singles,topico-aceite-esencial,alta,no,
9977154076993,aceite-de-oregano-200-mg-de-natsa-aporta-propiedades-antimicrobianas-y-antifungicas-inmune-100-capsulas,"Aceite de orégano 35ml de Natsa | Aporta propiedades antimicrobianas y antifúngicas, inmune  | Gotas 35ml",Natsa,ACTIVE,,,,"Ajo, orégano y antimicrobianos naturales",gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,"ai: Aceite de orégano en gotas ingeribles, extracto herbal",media,si,no
9644650529089,aceite-de-oregano-60mg-de-designs-for-health-apoyo-del-sistema-inmunologico-con-accion-antiinflamatoria-120-capsulas-vegetales,"Aceite de Orégano 60mg de Designs For Health | Apoyo del Sistema Inmunológico, contribuye al bienestar digestivo | 120 Cápsulas Vegetales",Vitaminate,ACTIVE,+18 Años | aceite-de-oregano | Adultos | Alivio del dolor crónico | Designs for health | Hierbas | Indiferente | Salud digestiva | Sistema inmunitario | Sistema respiratorio | Suplementos herbales,,,"Ajo, orégano y antimicrobianos naturales",gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,"ai: Aceite de orégano en cápsulas vegetales, suplemento herbal",alta,si,no
9998008123713,aceite-de-oregano-beyond-vitamins-88-carvacrol-60-capsulas,Aceite de orégano 88% Carvacrol de Beyond Vitamins  | 60 cápsulas,Beyond Vitamins,ACTIVE,PRO,,,"Ajo, orégano y antimicrobianos naturales",gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,ai: Aceite de orégano con carvacrol en cápsulas,alta,si,no
9796568285505,aceite-de-oregano-de-best-naturals-propiedades-antimicrobianas-y-antioxidantes-250-mg-120-capsulas-blandas,"Aceite de Orégano de Best Naturals | Propiedades Antimicrobianas, Antioxidantes y Digestivas | 250 mg 120 Cápsulas Blandas",Vitaminate,ACTIVE,vitadeals,,,"Ajo, orégano y antimicrobianos naturales",gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,"ai: Aceite de orégano en cápsulas blandas, extracto botánico",alta,si,no
9975802265921,aceite-de-oregano-de-natsa-bienestar-digestivo-y-respiratorio-100-capsulas,Aceite de Orégano de Natsa | Bienestar Digestivo y Respiratorio | 100 Cápsulas,Natsa,ACTIVE,,,,"Ajo, orégano y antimicrobianos naturales",gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,"ai: Aceite de orégano en cápsulas, suplemento herbal",alta,si,no
9795817079105,aceite-de-semilla-negra-black-seed-oil-500-mg-2-de-timoquinona-de-health-thru-nutrition-promueve-el-bienestar-general-cuidado-del-sistema-inmunologico-100-capsulas-blandas,Aceite de Semilla Negra (Black Seed Oil) 500 mg + 2% de Timoquinona de Health Thru Nutrition | Promueve el Bienestar General - Cuidado del Sistema Inmunológico | 100 cápsulas Blandas,Vitaminate,ACTIVE,,,,Hierbas y extractos botánicos,gid://shopify/TaxonomyCategory/hb-1-9-6-5,Herbal Supplements,"ai: Aceite de semilla negra (Nigella sativa), extracto botánico en cápsulas",alta,si,no
9999955788097,aceite-esencial-de-canela-cassia-1-fl-oz-30ml,"Aceite esencial Cassia de NOW | Promueve sensación de bienestar, relajación | 30 ml",Vitaminate,ACTIVE,duracion 30,,,Aceites esenciales y aromaterapia,gid://shopify/TaxonomyCategory/hb-3-21-1,Essential Oil Singles,topico-aceite-esencial,alta,no,
9999955722561,aceite-de-te-de-arbol-2-fl-oz-59ml,Aceite esencial de árbol de té 100% puro de Now | Aromaterapia |  59 mL,Vitaminate,ACTIVE,duracion 30,,,Aceites esenciales y aromaterapia,gid://shopify/TaxonomyCategory/hb-3-21-1,Essential Oil Singles,topico-aceite-esencial,alta,no,
9999956214081,mezcla-de-aceites-esenciales-de-menta-roll-on-organico-10ml,Aceite esencial de menta orgánica de Now Roll-On | Bienestar y energía | 10 ml,Vitaminate,ACTIVE,duracion 30,,,Aceites esenciales y aromaterapia,gid://shopify/TaxonomyCategory/hb-3-21-1,Essential Oil Singles,topico-aceite-esencial,alta,no,
9999956181313,mezcla-de-aceites-esenciales-de-lavanda-roll-on-organico-1-3-fl-oz-10ml,Aceite Esencial Orgánico Lavanda de NOW Foods | Promueve relajación y calma natural |  Roll-On 10 ml,Vitaminate,ACTIVE,,,,Aceites esenciales y aromaterapia,gid://shopify/TaxonomyCategory/hb-3-21-1,Essential Oil Singles,topico-aceite-esencial,alta,no,
9617319428417,aceite-mct-organico-coco-de-natures-way-aumenta-la-energia-y-la-resistencia-480ml-32-servicios,Aceite MCT Orgánico Coco de Nature's Way | Aumenta la Energía y la Resistencia | 480ml - 32 servicios,OLSEGO GROUP,ACTIVE,Control del peso | duracion 32 | Indiferente | Potenciar la energía | Salud digestiva | Ácidos grasos y omegas,,,Omega 3 y aceites de pescado,gid://shopify/TaxonomyCategory/hb-1-9-6-11,Omega Fatty Acids,"ai: Aceite MCT de coco, ácidos grasos; etiquetado como omegas",media,si,no
9654852682049,aceite-mct-l-carnitina-vinagre-de-manzana-y-omega-3-1400mg-por-porcion-burn-baby-burn-de-moods-ayudar-en-la-energia-para-alimentaciones-bajas-en-carbohidratos-60-capsulas-veganas,"Aceite MCT, L-Carnitina, Vinagre de manzana y Omega 3 1400mg por porción Burn Baby, Burn de Moods | Ayudar en la energía para alimentaciones bajas en carbohidratos | 60 cápsulas veganas",Moods,ACTIVE,+18 Años | Adultos | Combinados temas de salud | Control del peso | duracion 30 | Indiferente | Keto | L-carnitina | Moods | Omega 3 | Sin azúcar | Sin gluten | Sin lactosa | Suplementos Combinados | Vegano | vinagre-de-manzana | vitadeals,,,Omega 3 y aceites de pescado,gid://shopify/TaxonomyCategory/hb-1-9-6-11,Omega Fatty Acids,omega,alta,no,
9616212033857,acetil-l-carnitina-500-mg-de-now-foods-ayuda-en-la-produccion-de-energia-celular-200-capsulas-vegetales,Acetil L-Carnitina 500 mg de Now Foods | Ayuda en la producción de energía celular| 200 Cápsulas Vegetales,Vitaminate,ACTIVE,+18 Años | Adultos | Control del peso | descuento-10 | duracion 200 | Indiferente | l-carnitina | Minerales | NOW Foods | Potenciar la energía | Sin azúcar | Sin gluten | Sin lactosa | Sistema cardiovascular | Vegano | Vegetariano,,,Aminoácidos y BCAA,gid://shopify/TaxonomyCategory/hb-1-9-6-1-2,Single Amino Acid Supplements,aminoacido-individual,alta,no,
9796799463745,ala-alc-de-best-naturals-apoyo-energetico-y-antioxidante-750-mg-120-capsulas,Acetil L-Carnitina y ALA de Best Naturals | Apoyo Energético y Antioxidante | 750 mg 120 Cápsulas,Vitaminate,ACTIVE,duracion 120,,,Aminoácidos y BCAA,gid://shopify/TaxonomyCategory/hb-1-9-6-1-2,Single Amino Acid Supplements,aminoacido-individual,alta,no,
10237141942593,acido-alfa-lipoico-nac-cleantox-de-matter-favorece-el-metabolismo-apoyo-detox-antioxidante-120-capsulas,"Ácido Alfa Lipoico + NAC Cleantox de Matter | Favorece el metabolismo, apoyo detox antioxidante  | 120 cápsulas",You Matter,ACTIVE,,,,Aminoácidos y BCAA,gid://shopify/TaxonomyCategory/hb-1-9-6-1-2,Single Amino Acid Supplements,aminoacido-individual,alta,no,
9634689155393,acido-alfa-lipoico-300mg-de-swanson-apoyo-de-la-funcion-metabolica-ayudando-a-regular-los-niveles-de-azucar-en-sangre-y-promoviendo-la-desintoxicacion-del-organismo-120-capsulas-vegetales,"Ácido Alfa Lipoico 300mg de Swanson | Apoyo de la función metabólica, ayudando a regular los niveles de azúcar en sangre y promoviendo la desintoxicación del organismo | 120 cápsulas vegetales",Superlabs,ACTIVE,+18 Años | acido-alfa-lipoico-ala | Adultos | Desintoxicación | duracion 60 | Indiferente | Sin azúcar | Sin gluten | Swanson | Ácidos grasos y omegas,,,Antioxidantes,gid://shopify/TaxonomyCategory/hb-1-9-6,Vitamins & Supplements,"ai: Ácido alfa lipoico, antioxidante metabólico",alta,si,no
9639164543297,acido-alfa-lipoico-600mg-de-natures-way-para-la-funcion-metabolica-del-organismo-60-capsulas-veganas,Ácido Alfa Lipoico 600mg de Nature's Way  para la función Metabólica del organismo | 60 cápsulas veganas,OLSEGO GROUP,ACTIVE,+18 Años | acido-alfa-lipoico-ala | Adultos | descuento-15 | duracion 60 | Indiferente | Natures Way | Salud cognitiva | Sin azúcar | Sin gluten | Sin lactosa | Vegetariano | Vitaminas,,,Antioxidantes,gid://shopify/TaxonomyCategory/hb-1-9-6,Vitamins & Supplements,"ai: Ácido alfa lipoico, antioxidante y apoyo metabólico",alta,si,no
9662955815233,acido-alfa-lipoico-suplemento-alimentario-apoyo-antioxidante-1,Ácido Alfa Lipoico B Life | Apoyo Antioxidante | 180 cápsulas,Blife,ACTIVE,10 a 18 Años | Adultos | B-Life | Cúrcuma | Desintoxicación | duracion 90 | Hierbas | Indiferente | PRO | Sin azúcar | Sin gluten | Suplementos herbales | vitadeals | Ácido alfa lipoico (ALA),,,Antioxidantes,gid://shopify/TaxonomyCategory/hb-1-9-6,Vitamins & Supplements,ai: Ácido alfa lipoico con apoyo antioxidante,alta,si,no
